Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Komposition,Nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,path,thumb,TitelEinfach,brightness,hue,saturation,Techniken,Motiven,Darstellungsformen
0046,2014,B,,,,,21x30,klein,breit,Lwi,,U,,,,,Fst,H1,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0046_2014_B_A4_F_PPC_H1.jpg,images/WV_ab 0001/thumb/0046_2014_B_A4_F_PPC_H1.jpg,fruchtestillleben frei nach paul cezanne,84,243,3,B    ,   ,Lwi 
0047,2015,zT,T,B,,,21x30,klein,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0047_2015_T_B_A4_F_PPC_H2.jpg,images/WV_ab 0001/thumb/0047_2015_T_B_A4_F_PPC_H2.jpg,fruchtestillleben frei nach paul cezanne,75,41,13,zT T B  ,   , 
0048,2011,zT,Dd,B,,,21x30,klein,breit,,,UoG,F,BiB,St,StmFG,Fst,H2,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0048_2011_Dd_B_A4_F_PPC_H2.jpg,images/WV_ab 0001/thumb/0048_2011_Dd_B_A4_F_PPC_H2.jpg,fruchtestillleben frei nach paul cezanne,77,240,6,zT Dd B  ,F BiB St StmFG, 
0049,2011,zT,G,Dp,,,21x30,klein,breit,Lwi,,U,,,,,Fst,H1,gr ,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0049_2011_G_Dp_A4_F_PPC_H1.jpg,images/WV_ab 0001/thumb/0049_2011_G_Dp_A4_F_PPC_H1.jpg,fruchtestillleben frei nach paul cezanne,86,103,2,zT G Dp  ,   ,Lwi 
0050,2011,zT,Dp,B,,,21x30,klein,breit,Lwi,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0050_2011_Dp_B_A4_F_PPC_H1.jpg,images/WV_ab 0001/thumb/0050_2011_Dp_B_A4_F_PPC_H1.jpg,fruchtestillleben frei nach paul cezanne,78,43,13,zT Dp B  ,   ,Lwi 
0051,2012,zT,Dd,G,,,21x30,klein,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/x/0051_2012_Dd_G_A4_F_PPC_H2.jpg,images/x/thumb/0051_2012_Dd_G_A4_F_PPC_H2.jpg,fruchtestillleben frei nach paul cezanne,79,214,8,zT Dd G  ,   , 
0052,2011,zT,B,G,,,21x30,klein,breit,krS,,U,Sch,,,,Fst,H1,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0052_2011_A4_B_G_A4_I_PPC_H1.jpg,images/WV_ab 0001/thumb/0052_2011_A4_B_G_A4_I_PPC_H1.jpg,fruchtestillleben frei nach paul cezanne,89,60,5,zT B G  ,Sch   ,krS 
0053,2011,Mt,Dd,B,G,Ve,21x30,klein,breit,Lwi,Gi,UoG,F,StmFG,St,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0053_2011_Dd_G_B_A4_F_PPC_H2.jpg,images/WV_ab 0001/thumb/0053_2011_Dd_G_B_A4_F_PPC_H2.jpg,fruchtestillleben frei nach paul cezanne,68,140,5,Mt Dd B G Ve,F StmFG St ,Lwi Gi
0054,2011,zT,Dd,Ks,,,21x30,klein,breit,krS,,UnG,F,BiB,St,StmFG,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0054_2011_Dd_Ks_A4_F_PPC_H2.jpg,images/WV_ab 0001/thumb/0054_2011_Dd_Ks_A4_F_PPC_H2.jpg,fruchtestillleben frei nach paul cezanne,83,47,13,zT Dd Ks  ,F BiB St StmFG,krS 
0055,2011,zT,G,B,,,21x30,klein,breit,,,U,,,,,Fst,H3,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0055_2011_G_B_A4_F_PPC_H3.jpg,images/WV_ab 0001/thumb/0055_2011_G_B_A4_F_PPC_H3.jpg,fruchtestillleben frei nach paul cezanne,39,154,20,zT G B  ,   , 
0056,2020,Fa,,,,,19x25,klein,breit,,,Gs,FigG,,,,,H2,cf,ParT,,Bacchus und Ariadne (nach Tizian),,,,,,,0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_neu_20210219/0056.jpg,images/WV_neu_20210219/thumb/0056.jpg,bacchus und ariadne nach tizian,86,64,12,Fa    ,FigG   , 
0057,2011,Dd,,,,,21x30,klein,breit,,,U,Sch,,,,Fst,H1,y,ParPC,zwi,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0057_2011_Dd_A4_F_PPC_was_H1.jpg,images/WV_ab 0001/thumb/0057_2011_Dd_A4_F_PPC_was_H1.jpg,fruchtestillleben frei nach paul cezanne,96,48,10,Dd    ,Sch   , 
0058,2011,zT,Dd,G,,,21x30,klein,breit,Gi,krS,U,,,,,Fst,H1,cf,ParPC,was,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0058_2011_Dd_G_A4_F_PPC_was_H1.jpg,images/WV_ab 0001/thumb/0058_2011_Dd_G_A4_F_PPC_was_H1.jpg,fruchtestillleben frei nach paul cezanne,90,257,4,zT Dd G  ,   ,Gi krS
0059,2012,zT,B,G,,,21x30,klein,breit,,,U,,,,,Fst,H1,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0059_2012_B_G_A4_F_PPC_was_H1.jpg,images/WV_ab 0001/thumb/0059_2012_B_G_A4_F_PPC_was_H1.jpg,fruchtestillleben frei nach paul cezanne,89,48,11,zT B G  ,   , 
0060,2011,Mt,Dd,B,G,,21x30,klein,breit,krS,,U,Sch,,,,Fst,H2,bw,ParPC,was,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,Zk,0060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0060_2011_Dd_B_G_A4_F_PPC_was_H2.jpg,images/WV_ab 0001/thumb/0060_2011_Dd_B_G_A4_F_PPC_was_H2.jpg,fruchtestillleben frei nach paul cezanne,85,239,5,Mt Dd B G ,Sch   ,krS 
0061,2011,B,,,,,21x30,klein,breit,,,UoG,F,St,StmFG,,Fst,H1,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0001/0061_2011_B_A4_F_PPC_H1-169.jpg,images/WV_ab 0001/thumb/0061_2011_B_A4_F_PPC_H1-169.jpg,fruchtestillleben frei nach paul cezanne,87,48,14,B    ,F St StmFG , 
0062,2016,Mt,Pk,B,Opl,T,21x30,klein,breit,,,U,,,,,Fst,H3,v,ParPC,fis,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,ROk,0062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0062_2016_M_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0062_2016_M_A4_F_PPC_H3.jpg,fruchtestillleben frei nach paul cezanne,48,200,10,Mt Pk B Opl T,   , 
0063,2020,B,,,,,13x18,klein,breit,Gi,,Gs,FigG,,,,,H2,gr,ParT,,Bacchus und Ariadne (nach Tizian),iBdK,,,,,,0063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_neu_20210219/0063.jpg,images/WV_neu_20210219/thumb/0063.jpg,bacchus und ariadne nach tizian,80,60,10,B    ,FigG   ,Gi 
0065,2012,Opl,,,,,21x30,klein,breit,,,U,,,,,Fst,H1,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0065.jpg,images/WV_ab 0062/thumb/0065.jpg,fruchtestillleben frei nach paul cezanne,77,172,16,Opl    ,   , 
0066,2012,zT,Dp,G,,,21x30,klein,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0066_2012_Dp_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0066_2012_Dp_G_A4_F_PPC_H2.jpg,fruchtestillleben frei nach paul cezanne,48,133,12,zT Dp G  ,   , 
0067,2012,Mt,Dd,B,Fs,Ks,21x30,klein,breit,Gi,,UoG,F,St,StmFG,,Fst,H4,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0067_2012_M_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0067_2012_M_A4_F_PPC_H3.jpg,fruchtestillleben frei nach paul cezanne,41,191,5,Mt Dd B Fs Ks,F St StmFG ,Gi 
0068,2011,zT,Dd,T,,,21x30,klein,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0068.jpg,images/WV_ab 0062/thumb/0068.jpg,fruchtestillleben frei nach paul cezanne,73,46,11,zT Dd T  ,   , 
0069,2013,zT,B,Fa,,,21x30,klein,breit,,,UoG,F,St,StmFG,,Fst,H2,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0069.jpg,images/WV_ab 0062/thumb/0069.jpg,fruchtestillleben frei nach paul cezanne,74,93,5,zT B Fa  ,F St StmFG , 
0070,2020,Ac,,,,,21x30,klein,breit,,,U,,,,,,H4,Gr,ParT,,Bacchus und Ariadne (nach Tizian),iBdK,,,,,,0070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_neu_20210219/0070.jpg,images/WV_neu_20210219/thumb/0070.jpg,bacchus und ariadne nach tizian,54,126,7,Ac    ,   , 
0071,2012,zT,B,T,,,21x30,klein,breit,,,UoG,F,St,StmFG,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0071.jpg,images/WV_ab 0062/thumb/0071.jpg,fruchtestillleben frei nach paul cezanne,83,52,7,zT B T  ,F St StmFG , 
0072,2011,B,,,,,21x30,klein,breit,,,UoG,F,St,StmFG,,Fst,H2,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0072.jpg,images/WV_ab 0062/thumb/0072.jpg,fruchtestillleben frei nach paul cezanne,89,137,2,B    ,F St StmFG , 
0073,2011,zT,B,G,,,21x30,klein,breit,krS,,U,,,,,Fst,H3,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0073_2011_B_G_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0073_2011_B_G_A4_F_PPC_H3.jpg,fruchtestillleben frei nach paul cezanne,65,92,27,zT B G  ,   ,krS 
0074,2023,Mt,B,Fs,OPa,G,11x18,klein,breit,Ul,,UoG,O,,,,,H2,gr,,,,iBdK,,,,,,0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_neu_20240313/0074.jpg,images/WV_neu_20240313/thumb/0074.jpg,,78,76,5,Mt B Fs OPa G,O   ,Ul 
0075,2012,zT,Dd,G,,,21x30,klein,breit,,,U,BiB,Sch,,,,H2,cf,Par9a,,nach Anna Oppermanns «Problemlösungsauftrag an Künstler (Raumprobleme)»,iBdK,,,,,,0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0075_2012_Dd_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0075_2012_Dd_G_A4_F_PPC_H2.jpg,nach anna oppermanns problemlosungsauftrag an kunstler raumprobleme,67,55,16,zT Dd G  ,BiB Sch  , 
0076,2010,zT,Dd,G,,,21x30,klein,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0076_2010_Dd_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0076_2010_Dd_G_A4_F_PPC_H2.jpg,fruchtestillleben frei nach paul cezanne,73,60,18,zT Dd G  ,   , 
0077,2012,Mt,Dd,B,G,,21x30,klein,breit,krS,,U,Sch,,,,Fst,H1,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,Rk,0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0077_2012_Dd_B_G_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0077_2012_Dd_B_G_A4_F_PPC_H1.jpg,fruchtestillleben frei nach paul cezanne,85,239,6,Mt Dd B G ,Sch   ,krS 
0078,2010,G,,,,,21x30,klein,breit,,,UoG,F,St,StmFG,,Fst,H2,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0078_2010_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0078_2010_G_A4_F_PPC_H2.jpg,fruchtestillleben frei nach paul cezanne,74,69,28,G    ,F St StmFG , 
0079,2013,zT,Dd,B,,,21x30,klein,breit,,,U,,,,,Fst,H1,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0079_2013_Dd_B_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0079_2013_Dd_B_A4_F_PPC_H1.jpg,fruchtestillleben frei nach paul cezanne,92,62,2,zT Dd B  ,   , 
0080,2012,Mt,Dd,G,C,B,21x30,klein,breit,,,UnG,,,,,Fst,H3,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0080_2012_Od_B_G_C_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0080_2012_Od_B_G_C_A4_F_PPC_H3.jpg,fruchtestillleben frei nach paul cezanne,50,108,6,Mt Dd G C B,   , 
0081,2021,zT,,B,T,,12x19,klein,breit,,,UoG,FigG,,,,,H4,bw,ParPP,,nach einer Radierung von Pablo Picasso (Block 1770),iBdK,,,,,,0081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_neu_20210219/0081.jpg,images/WV_neu_20210219/thumb/0081.jpg,nach einer radierung von pablo picasso block 1770,50,94,6,zT  B T ,FigG   , 
0082,2011,zT,G,Dd,,,21x30,klein,breit,,,UoG,F,St,StmFG,,Fst,H2,g,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0082_2011_G_Dd_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0082_2011_G_Dd_A4_F_PPC_H2.jpg,fruchtestillleben frei nach paul cezanne,70,110,22,zT G Dd  ,F St StmFG , 
0083,2021,zT,,B,T,,19x24,klein,breit,,,Gs,FigG,,,,,H5,gr,ParPP,,"d'après une étude pour ""les demoiselles d'Avignon"" de Picasso",iBdK,,,,,,0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_neu_20210219/0083.jpg,images/WV_neu_20210219/thumb/0083.jpg,dapres une etude pour les demoiselles davignon de picasso,28,40,14,zT  B T ,FigG   , 
0084,2021,Mt,Dd,B,T,,30x21,klein,hoch,,,UnG,O,Sch,,,,H3,gr,Par2,,Schale,iBdK,,,,,,0084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_neu_20210219/0084.jpg,images/WV_neu_20210219/thumb/0084.jpg,schale,80,194,4,Mt Dd B T ,O Sch  , 
0085,,,,,,,,,,,,,,,,,,,,,,,iBdK,,,,,,0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0085_2012_G_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0085_2012_G_A4_F_PPC_H3.jpg,,42,127,35,    ,   , 
0086,2012,G,,,,,21x30,klein,breit,,,U,,,,,Fst,H3,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0086_2012_G_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0086_2012_G_A4_F_PPC_H3.jpg,fruchtestillleben frei nach paul cezanne,63,149,5,G    ,   , 
0087,2011,zT,Dd,B,,,21x30,klein,breit,,,U,Sch,,,,Fst,H1,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0087_2011_Dd_B_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0087_2011_Dd_B_A4_F_PPC_H1.jpg,fruchtestillleben frei nach paul cezanne,79,239,8,zT Dd B  ,Sch   , 
0088,2021,zT,,B,Fa,,21x25,klein,breit,,,UnG,AP,,,,,H1,cf,Par2,,Torso,,,,,,,0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_neu_20210219/0088.jpg,images/WV_neu_20210219/thumb/0088.jpg,torso,86,47,15,zT  B Fa ,AP   , 
0089,2012,Fa,,,,,21x30,klein,breit,,,U,,,,,Fst,H2,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0089_2012_Fa_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0089_2012_Fa_A4_F_PPC_H2.jpg,fruchtestillleben frei nach paul cezanne,80,97,20,Fa    ,   , 
0090,2015,B,,,,,21x30,klein,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0090_2015_B_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0090_2015_B_A4_F_PPC_H2.jpg,fruchtestillleben frei nach paul cezanne,75,44,13,B    ,   , 
0091,2011,OPa,,,,,21x30,klein,breit,,,U,,,,,Fst,H1,b,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,,,,,,0091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 0062/0091_2011_OPa_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0091_2011_OPa_A4_F_PPC_H1.jpg,fruchtestillleben frei nach paul cezanne,81,220,8,OPa    ,   , 
